Centre Id,Center,Type,Activity,Org,Lat,Long
LR21-000047,Gbonyea Community,Clinic,null,IRC,7.50718,-9.5494
UN035,Fassama Clinic,Clinic,null,AHA,7.519487,-9.987948
UN258,Gorlu Clinic,Clinic,null,IRC,7.519886,-9.479037
null,Pewama Kabondeh Maternal Child Health Post,Health Post,null,null,7.533333,-11.6
HM0900,Centre de Sant? Bani?,Health Center,null,null,7.5401,-9.34253
HM0921,Hopital pr?fectoral Yomou,Hospital,null,GOV,7.56592,-9.2616
UN034,Belle Baloma Clinic,null,null,null,7.567459,-9.971742
HM0922,Centre de Sant? Yomou,CSU,null,GOV,7.56909,-9.2594
GN-STF059,Hopital Pr?fectoral Yomou,Hospital,null,null,7.569579,-9.259749
GuiYom,Yomou Transit Centre,Transit center,Transit Centre,N/A,7.569579,-9.259749
LR33-000020,YMCA,Clinic,null,IRC,7.57466,-8.5443
LISGIS364,YMCA Clinic,Clinic,null,NFP,7.57467,-8.5453
"UN221|Arcellor Mittal Hospital, Yekepa|Hospital|null|Private - for profit|7.584696|-8.537762",,,,,,
LISGIS370,Liberian American (LAMCO )Yekepa Hospital,Hosp,null,GOL,7.58478,-8.53793
UN253,Tinsui Clinic,null,null,null,7.588099,-9.546648
null,Jong Government Hospital,Hospital,null,null,7.606181,-12.17489
LR33-000025,Lugbehyee,Clinic,null,IRC,7.60641,-8.6201
null,Motuo Community Health Centre,Health Centre,null,null,7.613694,-12.046911
HM0918,Centre de Sant? P?la 1,Health Center,null,GOV,7.6153,-9.11981
UN250,Salayea Clinic,Clinic,null,IRC,7.619281,-9.491748
HM0995,Gottoye,4,null,null,7.61969,-9.32251
HM0761,Gbah,4,null,null,7.61987,-8.53851
HM0839,Kankor?,4,null,null,7.6275,-8.73651
HM0836,Bounouma,Health Center,null,GOV,7.64032,-8.799501
HM0760,Bossou,Health Center,null,null,7.64648,-8.50598
LR45-000011,Kungbor Clinic,Clinic,null,AHA or GOL,7.64716,-10.57585
LR21-000022,Zolowo,Clinic,null,IRC,7.65288,-9.58821
HM0916,Galaye,4,null,null,7.65472,-9.15741
LR21-000049,Yarpua,Clinic,null,IRC,7.65506,-9.42256
UN257,Yarpuah Clinic,null,null,MoHSW,7.655083,-9.422701
UN033,Zuie Clinic,null,null,null,7.659237,-10.460557
HM0920,Komou,4,null,null,7.66992,-9.29199
HM0796,N'Zoo,Health Center,null,null,7.67871,-8.31439
UN252,Telemai Clinic,null,null,null,7.681384,-9.444307
UN259,Gbanway Clinic,Clinic,null,IRC,7.687824,-9.42636
HM0919,Zabia,4,null,null,7.69012,-9.22418
HM0896,Centre de Sant? Yalenzou,Health Center,null,GOV,7.71149,-8.69049
HM0905,Bamakama,Health Center,null,GOV,7.71332,-9.26758
HM0917,Ou?ta,4,null,null,7.71393,-8.99811
HM0840,K?r?ma,4,null,null,7.71393,-8.9032
LR21-000019,Kpaiyea Clinic,Clinic,null,IRC,7.71587,-9.38587
UN256,Sucromu Clinic,Clinic,null,IRC,7.722006,-9.436097
HM0795,Gbakor? 1,4,null,null,7.72388,-8.40662
null,Kpandebu Dama Community Health Centre,Health Centre,null,null,7.726888,-11.142962
HM0909,Ou?ya,4,null,null,7.7287,-9.21118
HM0895,N'Zao,4,null,null,7.73169,-8.74799
HM0894,Kotozou,4,null,null,7.73248,-8.63971
HM0863,Centre de Sant? NZ Mohomou,CSU,null,GOV,7.7373,-8.828
HM0794,Gaah,4,null,null,7.73932,-8.28668
HM0893,Lomou,4,null,null,7.74768,-8.62878
HM0865,Mohomou,4,null,null,7.74811,-8.82538
HM0866,Poste Sant? Wessoua,4,null,null,7.74811,-8.802
HM0791,Togbanata,4,null,null,7.74811,-8.55701
GN-STF058,Hopital R?gional N'z?r?kor?,Hospital,null,null,7.748719,-8.822491
HM0864,Hopital Regional N'Zerekore,Hospital,null,GOV,7.74933,-8.82239
MOH024,Centre de Sant? NZ Commercial,CSU,null,GOV,7.755,-8.8184
HM0860,Centre de Sant? NZ Gonian,CSU,null,GOV,7.75513,-8.82251
HM0792,W?yakor?,4,null,null,7.75629,-8.47162
HM0859,Centre de Sant? NZ Dorota,CSU,null,GOV,7.75653,-8.809691
GN-STF056,Hopital Pr?fectoral Lola,Hospital,null,null,7.757569,-8.818333
HM0891,Karana,4,null,null,7.76129,-8.7085
GuiNze,Nzerekore Transit Centre,Transit center,Transit Centre,N/A,7.7621,-8.8143
HM0911,Yalakpal?,4,null,null,7.76288,-9.26819
HM0989,Bal?mou,4,null,null,7.76453,-8.5954
HM0861,Centre de Sant? NZ Horoya,3,null,null,7.76849,-8.81018
HM0786,Gogota,4,null,null,7.76971,-8.50421
LR21-000006,Curran Lutheran Hospital,Hospital,null,Faith Based Organization,7.7751,-9.43259
HM0871,Koule-Sud,4,null,null,7.7757,-8.95782
HM0888,Bangoueta,4,null,null,7.77612,-8.6817
HM0862,Gl Lansana Cont?,4,null,null,7.77972,-8.81561
HM0798,Tounkarata,Health Center,null,null,7.78027,-8.19568
HM0906,Centre de Sant? Bow?,Health Center,null,GOV,7.78229,-9.16528
HM0889,Moata,3,null,null,7.78552,-8.64398
UN235,Gbartuah Clinic,null,null,null,7.786054,-9.511803
HM0907,Lonhondia,4,null,null,7.78851,-9.10101
null,Serabu Catholic Hospital,Hospital,null,null,7.789564,-12.054909
null,Serabu Community Health Centre,Health Centre,null,null,7.79437,-12.0516
HM0785,Gb?k?,4,null,null,7.79651,-8.46918
HM0892,Konian-Aviation,4,null,null,7.79871,-8.69781
LR21-000054,Balagwalazu Clinic,Clinic,null,IRC,7.79918,-9.7141
HM0789,Centre de Sant? Lola,Health Center - CSU,null,GOV,7.80011,-8.53009
HM0790,Hopital pr?fectoral Lola,Hospital,null,GOV,7.80029,-8.53088
HM0788,Mission Catholique Lola,4,null,null,7.8017,-8.53461
HM0767,Fanhan,4,null,null,7.8017,-8.29041
HM0873,Mission Catholique Samoe,3,null,null,7.80469,-8.8703
MOH025,Centre de Sant? Samoy,Health Clinic,null,GOV,7.80807,-8.864808
HM0872,Kpaya,4,null,null,7.80969,-8.75781
HM0874,Nyankoye Thea,3,null,null,7.8103,-8.862001
HM0870,Komou,4,null,null,7.82031,-8.8111
LR21-000014,Yeala,Clinic,null,IRC,7.82252,-9.4016
LR21-000011,Fissebu,Clinic,null,IRC,7.82364,-9.46822
UN290,Fissebu Clinic,Clinic,null,GOL,7.823823,-9.467858
HM0908,Ou?toa,4,null,null,7.82629,-9.12378
HM0783,Gama Koni Koni,4,null,null,7.83649,-8.58588
HM0787,G?h,4,null,null,7.83929,-8.47882
HM0890,Gnalakpal?,4,null,null,7.84113,-8.70551
HM0784,Gama Yal?,4,null,null,7.84613,-8.56311
HM0910,Ouro,4,null,null,7.85309,-9.10901
HM0816,Loo (Communautaire),4,null,null,7.85431,-9.27979
null,Kpetema Community Health Post,Health Post,null,null,7.854373,-11.755146
HM0797,Bouzouta,4,null,null,7.85651,-8.17133
HM0793,Zougou?ta,4,null,null,7.8587,-8.42859
HM0869,Gnema-Sud-Centre,4,null,null,7.86292,-8.93298
SL-STF110,Your Healthcare Centre,Health Centre,null,null,7.863932,-11.204338
SL-STF005,Ash Iye Health Care,null,GP TBC,null,7.869459,-11.193094
null,Blama Community Health Centre,Health Centre,null,null,7.874166,-11.344807
HM1003,Gopouta,4,null,null,7.87512,-8.60309
"SieKen1|Kenema Government Hospital (KGH)|Hospital|ETC, Triage|MOH, WHO|7.87517|-11.18473",,,,,,
UN023,Small Henry Clinic,null,null,null,7.877818,-10.53205
null,Tikonko Community Health Centre,Health Centre,null,null,7.879186,-11.783405
HM0868,Gnampara,4,null,null,7.88489,-8.89081
HM0845,Centre de Sant? Kobela,Health Center,null,GOV,7.88647,-9.0235
HM0768,Gama - B?r?ma,3,null,null,7.89673,-8.24109
HM0780,Y?n?ta,4,null,null,7.8985,-8.56848
HM0769,Gu?l?mata,4,null,null,7.9007,-8.27771
null,Nongowa Government Hospital,Hospital,null,null,7.9033,-11.163
HM0815,Centre de Sant? Koyamah,Health Center,null,GOV,7.90649,-9.35681
UN275,Bokeza Clinic,null,null,null,7.907295,-9.45858
LR21-000008,Borkeza,Clinic,null,IRC,7.90739,-9.45876
HM0991,K?oulenta,4,null,null,7.9079,-8.60449
HM0986,Souhoul?,4,null,null,7.90912,-8.7312
HM0778,Kokota,Health Center,null,null,7.91571,-8.49939
HM0779,L?ap?l?ta,4,null,null,7.92767,-8.55713
HM0846,Zogota,3,null,null,7.92792,-9.13031
HM0996,Pin?,4,null,null,7.9325,-8.81439
HM0875,Koronta,4,null,null,7.93591,-8.87329
SieKen2,Rural Kenema Field Hospital ETC,null,ETC,IFRC,7.93903,-11.142283
null,Hanga Community Health Centre,Health Centre,null,null,7.93903,-11.142283
HM0876,Gbouo,4,null,null,7.94012,-8.69751
HM0843,Nona,4,null,null,7.94391,-8.802
HM0781,Didita,4,null,null,7.94891,-8.51288
HM0817,N'Zappa (Communautaire),3,null,null,7.94952,-9.27301
HM0881,Kpagalaye,4,null,null,7.95892,-8.6261
SL-STF074,Kindoya Hospital,Hospital,null,null,7.959733,-11.739121
null,Kakua Government Hospital,Hospital,null,null,7.95975,-11.73062
SieBo,Bo,null,ETC,MSF,7.96203,-11.736477
SieGon,Gondama Referral Center,null,Triage,MSF,7.96203,-11.736477
UN273,Konia Health Center,Health Center,null,IRC,7.962486,-9.543604
"SL-STF140|Bo Government Hospital|Hospital|General Surgery, Maternity ward, dental department, Pediatrics, Outpatient care|null|7.963986|-11.7418",,,,,,
SL-STF097,Ramsy Medical Laboratories,Laboratory,null,null,7.964452,-11.740635
"LR21-000057|Gondolahun|Clinic|null|PMU,GOL|7.96539|-10.05559",,,,,,
HM0883,Centre de Sant? Soulouta,Health Center,null,GOV,7.97412,-8.69049
HM0858,Yalakpala,4,null,null,7.97809,-8.99072
HM0877,Kola,4,null,null,7.97827,-8.70319
HM0878,Soluta Nord,4,null,null,7.98712,-8.70148
null,Mobia Community Health Centre,Health Centre,null,null,7.993924,-10.754997
HM0841,Banzou Nord,4,null,null,7.99469,-8.75659
HM0882,Kpoulo,4,null,null,7.99573,-8.6217
HM0773,Dangb?ssou,4,null,null,7.99908,-8.31299
HM0772,Z?ssou,4,null,null,7.99951,-8.34149
SL-STF145,Red Cross Ebola Treatment Centre,Treatment Center,null,Red Cross,8.005088,-11.115603
HM0844,Tamo?,4,null,null,8.01233,-8.7984
null,Manguama Community Health Post,Health Post,null,null,8.013751,-11.677416
UN288,Kpassagizia Clinic,null,null,null,8.019713,-9.412905
HM0842,Cedba,3,null,null,8.02411,-8.72449
HM0774,Gu?asso,Health Center,null,null,8.02789,-8.23218
HM0771,Gonota,4,null,null,8.02832,-8.18671
HM0867,Pale,Health Center,null,GOV,8.02948,-8.89331
MOH023,Centre de Sant? Gouecke,Health Clinic,null,GOV,8.02951,-8.72224
HM0812,Centre de Sant? Fassankoni,Health Center,null,GOV,8.03333,-9.36542
HM0880,Komata,4,null,null,8.0343,-8.59601
HM0985,Ouy?y?,4,null,null,8.03693,-8.9483
HM0856,Centre de Sante Koule,Health Center,null,GOV,8.03772,-9.02478
HM0879,Kolakpata,4,null,null,8.03809,-8.58459
null,Mano Community Health Centre,Health Centre,null,null,8.039111,-12.092676
HM0887,Yomata,4,null,null,8.03967,-8.823
HM0813,Communautaire,4,null,null,8.04187,-9.24872
LR21-000012,Lukasu Public,Health Center,null,MOHSW only,8.04735,-10.24189
"LR21-000040|Vahun Clinic|Health Center|null|PMU,gol|8.0624|-10.49961",,,,,,
UN274,Luyeama Clinic,Clinic,null,IRC,8.069151,-9.635027
UN282,Memolahun Clinic,null,null,null,8.071601,-10.456557
HM0855,Kerezagaye,4,null,null,8.07269,-8.9696
HM0782,Lain?,Health Center,null,null,8.07471,-8.47791
HM0886,Centre de Sant? Womey,Health Center,null,GOV,8.0777,-8.7785
MOH033,Centre de Sant? Nzebela,Health Center,null,GOV,8.084862,-9.095048
HM0777,Tonon,4,null,null,8.09027,-8.15051
null,Pendembu Community Health Centre,Health Centre,null,null,8.098736,-10.693872
HM0884,Bow?-Nord,4,null,null,8.10107,-8.82819
HM0857,Pampara,4,null,null,8.10687,-8.9707
null,Kiayamba Government Hospital,Hospital,null,null,8.107151,-12.362703
"HM0848|Gnema-Nord (Nema, Nyema)|4|null|null|8.10889|-8.8587",,,,,,
null,Njala University Hospital,Hospital,null,null,8.1143,-12.0725
HM0850,Koroh,4,null,null,8.12732,-8.93811
HM0770,Fandou,4,null,null,8.1283,-8.22821
HM0811,Baimani (Communautaire),4,null,null,8.13373,-9.27338
LR21-000007,Kamatahun Clinic,Clinic,null,MOHSW only,8.13651,-10.29624
HM0849,Gbana,4,null,null,8.13849,-8.8421
HM0847,Boma-Nord,4,null,null,8.15033,-8.82159
HM0775,Moribadou,4,null,null,8.1507,-8.0329
"UN289|Barziwen Clinic|Clinic|null|GOL, IRC|8.153285|-9.647795",,,,,,
LR21-000041,Kaintahun,Clinic,null,PMU,8.1622,-10.21599
HM0885,Foozou,4,null,null,8.1629,-8.67072
LR21-000055,Balakpalasu Clinic,Clinic,null,IRC,8.16851,-9.69254
HM0776,Moussa Ch?rif,4,null,null,8.16968,-7.9967
LR21-000013,Popalahun Health Clinic,Clinic,null,MOHSW only,8.1758,-10.23397
HM0763,Mananko,4,null,null,8.17731,-8.52283
HM0851,Centre de Sant? Koropara,Health Center,null,GOV,8.1795,-8.87378
HM0762,Foumbadou,Health Center,null,null,8.19153,-8.41132
HM0827,Boo,4,null,null,8.19409,-9.21582
UN291,Duogomai Clinic,Clinic,null,GOL,8.195996,-9.726926
LR21-000027,Dougomai,Clinic,null,MOHSW only,8.19602,-9.7269
HM0854,Makpozou,4,null,null,8.19629,-8.91461
null,Taima Community Health Centre,Health Centre,null,null,8.199852,-12.061398
null,Nyandehun Community Health Post,Health Post,null,null,8.204168,-10.481717
HM0852,Kognea,4,null,null,8.20947,-8.80157
UN267,Kpademai Clinic,Clinic,null,MOHSW only,8.21211,-9.90852
LR21-000018,Lamgbamba,Clinic,null,PMU,8.2159,-12.27502
UN277,Lengbamgba Clinic,Clinic,null,GOL,8.216927,-10.266468
LR21-000025,Kpotomai,Clinic,null,ICRC (GOL?),8.22052,-9.94247
UN270,Fagonda Clinic,null,null,null,8.221351,-10.173538
LR21-000017,Fangonda Public,Clinic,null,MOHSW only,8.22146,-10.17351
null,Luawa Government Hospital,Hospital,null,null,8.2284,-10.5478
LR21-000039,Bolahun Health Center,Health Center,null,PMU,8.2284,-10.16216
UN269,Mbolahun Hospital,null,null,null,8.228402,-10.162049
LR21-000046,Yekpedu,Clinic,null,PMU,8.23392,-10.22478
UN279,Yegbedu Clinic,null,null,null,8.235154,-10.221138
HM0853,Lomou,4,null,null,8.2373,-8.8172
HM0829,Ko?ma Tongolo,4,null,null,8.26672,-9.09729
"LibBor|Borma Hospital|null|ETC, Triage|MSF|8.268079|-10.304761",,,,,,
"SieKer|Kerry Town ETC|null|ETC|UKDFID, Save the Children|8.269334|-13.087852",,,,,,
UN263,Bondi Clinic,null,null,null,8.269577,-9.760002
LR21-000028,Bondi Selma,Clinic,null,ICRC,8.26965,-9.76003
"SieKai|Kailahun ETC|null|ETC, Triage|MSF|8.27685|-10.56647",,,,,,
LR21-000023,Foya Tengia Clinic,Clinic,null,PMU,8.27731,-10.27498
SieBue,Buedu,null,Triage,MSF,8.280831,-10.372805
UN268,Kolahun Hospital,Hospital,null,null,8.294822,-10.083996
"LR21-000037|Kpakamai|Clinic|null|PMU,GOL|8.29686|-9.87667",,,,,,
UN287,Barkedu Clinic,Clinic,null,GOL,8.29983,-9.631134
HM0765,Fakouroudouba,4,null,null,8.30353,-8.28101
LISGIS180,Korworhun Clinic,Clinic,null,PMU,8.3167,-10.1513
LR21-000034,Zinalormai,Clinic,null,MOHSW only,8.32976,-9.83677
UN284,Balahun Clinic,null,null,null,8.332446,-10.066484
LR21-000056,Faith,Clinic,null,Faith Based Organization,8.3331,-10.06643
SL-STF090,AHS Waterloo Hospital,Hospital,provides medical and surgical services,null,8.335611,-13.073747
HM0743,Ngouahou,4,null,null,8.33771,-10.543
HM0682,Yapangaye,4,null,null,8.34113,-8.77161
HM0764,Faboridou,4,null,null,8.3443,-8.45801
LR21-000045,Foya Kamara Health Center,Hospital,null,MOHSW only,8.35486,-10.20047
UN276,Foya Borma Hospital,null,null,null,8.354897,-10.200777
HM0742,Koundou Toh,4,null,null,8.35492,-10.5891
"UN264|Bassagizia Clinic|Clinic|null|GOL, IRC|8.35826|-9.83682",,,,,,
LR21-000021,Isaac Kpema,Clinic,null,SC-UK,8.36056,-10.20963
HM0681,Boola,Health Center,null,null,8.3609,-8.711
LR21-000042,Warsonga,Clinic,null,PMU,8.36124,-10.28349
UN280,Worsonga Clinic,null,null,null,8.361589,-10.276012
LR21-000051,Foya Community Clinic,Clinic,null,MOHSW only,8.36317,-10.21287
HM0720,Kolomba Fara,4,null,null,8.36713,-10.6504
LR21-000032,Vezala,Clinic,null,MOHSW only,8.37042,-9.9025
HM0828,Boussedou,4,null,null,8.37048,-9.17401
UN262,Vezala Clinic,null,null,null,8.37168,-9.89463
HM0710,Centre de Sant? Seredou,Health Center,null,null,8.372757,-9.286323
MOH031,Centre de Sant? Sengbedou,Health Center,null,GOV,8.372757,-9.286323
"LibFoy|Foya Case Management Centre|ETU|ETC, Triage|Samaritans Purse, MSF|8.378911|-10.205757",,,,,,
LR21-000050,Shello Clinic,Clinic,null,PMU,8.38375,-10.20536
HM0766,Morigb?dou,4,null,null,8.38452,-8.30212
"SL_STF235|Sierra Leone-China Friendship Hospital|Hospital|surgery, obstetrics, gynaecology, pediatrics, ophthalmology, and ear, nose, and throat, Dialysis|China's Shandong Qushan Hospital and the Sierra Leone's Ministry of Health|8.388793|-13.133401",,,,,,
LR21-000063,Fassawolu Health Clinic,Clinic,null,MOHSW only,8.38976,-10.06642
HM0960,Dandano,3,null,null,8.3905,-8.97083
HM0993,Zobroma,4,null,null,8.39191,-9.35681
HM0897,Communautaire Dondano,4,null,null,8.3927,-8.96582
HM0745,Wound?dou,4,null,null,8.39569,-10.5171
"SieDfi|null|null|Holding Centre|EMERGENCY, MOH|8.397367|-13.26355",,,,,,
SL-STF143,GGM Lady Deborah Berewa Hospital,Outpatient Hospital,null,Global Giving Ministries,8.40649,-13.26462
UN261,Pentecostal Clinic,8 beds,null,null,8.418342,-9.755739
LR21-000061,Voinjama Free Pentacostal Mission,Clinic,null,Faith Based Organization,8.41848,-9.75601
"LibTel|Telewowan Hospital|Hospital|ETC, Triage|MSF|8.42277|-9.753226",,,,,,
LISGIS164,Emergency Surgical Hospital,Hosp,null,NFP,8.4228,-9.7532
"LR21-000024|Tellewoyan OPD|Clinic|null|IRC,GOL|8.42427|-9.74973",,,,,,
HM0823,Centre de Sant? Ouremai,Health Center,null,GOV,8.43372,-9.4317
LR21-000052,Porluma Health Post,Clinic,null,PMU,8.43632,-10.10746
HM0717,Bass?dou,4,null,null,8.4397,-10.619
UN271,Nyademoilahun Clinic,Clinic,null,GOL,8.442188,-9.960228
SL-STF103,Top Care Health Centre,Health Centre,null,null,8.442309,-13.170949
HM0739,Beindou,4,null,null,8.44373,-10.4969
HM0979,Bokoni,4,null,null,8.44452,-9.49579
HM0814,Centre de Sant? Kouankan,Health Center,null,GOV,8.44751,-9.13452
UN266,Lawalazu Clinic,Clinic,null,PMU,8.449181,-9.841686
SL_STF212,M. K. Jaba Enterprise,Pharmacy,pharmacy,null,8.449986,-13.166707
SL_STF231,Abassa Tholley,Pharmacy,pharmacy,null,8.450007,-13.166674
SL_STF218,Belsoh Chemist,Pharmacy,pharmacy,null,8.450007,-13.166674
SL_STF228,Reliable Friends Enterprises,Pharmacy,pharmacy,null,8.450007,-13.166674
SL_STF223,Yoni Drugs Centre,Pharmacy,pharmacy,null,8.450007,-13.166674
SL_STF169,A. K. J. Pharmacy (Bai Bureh Rd Kissy),Pharmacy,Pharmacy,null,8.450347,-13.16675
SL_STF170,Gaba Pharmacy,Pharmacy,Pharmacy,null,8.450357,-13.16675
HM0741,Centre de Sant? Ouende K?n?ma,Health Center,null,GOV,8.45313,-10.5312
HM0809,Diomandou,4,null,null,8.45392,-9.58832
SL-STF004,Ansar Clinical,Clinic,null,null,8.4543,-13.16676
SL_STF147,Lumley Government hospital,Hospital,null,null,8.456508,-13.275957
"SL-STF014|Choithram Memorial Hospital|Hospital|Internal med, radiology, obstetrics & gyneaecology|null|8.456535|-13.254568",,,,,,
SieKoi,Koindu,null,Triage,MSF,8.461645,-10.336319
LR21-000030,Sarkonedu Clinic,Clinic,null,PMU,8.4617,-9.67331
UN285,Tubugissizu Clinic,null,null,null,8.462059,-9.922089
UN286,Sakonedu Clinic,null,null,null,8.462576,-9.667734
SL-STF001,34 Military Hospital,Hospital,null,null,8.465039,-13.260343
SL_STF199,Luba'S Patent Medicines,Pharmacy,pharmacy,null,8.46746,-13.238327
SL-STF045,Dr. Foday Dafae,null,TB/Leprosy,null,8.470554,-13.241857
"SL-STF047|Dr. Gborie, Mr Turay (Rabies Vaccine)|null|Laboratory|null|8.470878|-13.240973",,,,,,
SL-STF010,Brookfields Community Hospital and Health Care,Hospital,null,null,8.472324,-13.247767
SL-STF034,Dr Brima Kargbo,null,HIV Consultant,null,8.472329,-13.247971
SL-STF038,Dr. Christian T. Bell,null,Obstetrics & Gyneaecology,null,8.472329,-13.247971
SL_STF226,Aunty Bee Drug Store,Pharmacy,pharmacy,null,8.472704,-13.19159
HM0984,Diakoro,4,null,null,8.47272,-8.47021
HM0748,Sassama Kama,Poste under CS T?koulo,null,null,8.47293,-10.01744
SL-STF053,Dr. Jon Buchan (from UK),null,Opthalmology,null,8.473232,-13.194313
SL_STF215,Comman Enterprises,Pharmacy,pharmacy,null,8.474033,-13.247347
SL_STF195,Lion Patent Medicine,Pharmacy,pharmacy,null,8.474043,-13.247293
SL-STF093,Nicksan Medical Nursing Home,Nursing Home,null,null,8.47409,-13.247475
SL_STF168,Kanunaki Pharmacy,Pharmacy,Pharmacy,null,8.475296,-13.246692
SL_STF203,Overcomers Enterprise,Pharmacy,pharmacy,null,8.475296,-13.246649
SL_STF197,Charldeen Enterprises,Pharmacy,pharmacy,null,8.475772,-13.238969
SL-STF091,Miss Frances Koroma,null,Physiotherapist,null,8.475955,-13.239473
SL-STF037,Dr. Alie Wurie,null,Disease Control & Sanitation MOH,null,8.476096,-13.24819
SL_STF185,Sam Jalloh Pharmaceuticals,Pharmacy,pharmacy,null,8.476459,-13.273545
SL_STF221,Oneness Patient Medicine Store,Pharmacy,pharmacy,null,8.476569,-13.200093
SL-STF071,Health Sector Support Project,null,null,null,8.476571,-13.27347
SL-STF073,Insons Pharmacy,Pharmacy,null,null,8.476751,-13.273465
"SL_STF192|
Mohamed C. Kalokoh Pharmaceuticals|Pharmacy|pharmacy|null|8.477069|-13.261545",,,,,,
SL_STF160,C. B. Pharmacy,Pharmacy,Pharmacy,null,8.477152,-13.240918
SL_STF189,Amade Turay Pharmaceuticals,Pharmacy,pharmacy,null,8.477196,-13.261309
SL-STF076,L. M. Memorial Clinic,Clinic,null,null,8.477467,-13.2405
"SL-STF100|St. John Clinic and Nursing Home|Clinic, Nursing Home|null|null|8.477539|-13.240464",,,,,,
SL_STF166,Midnight Pharmacy,Pharmacy,Pharmacy,null,8.477829,-13.239783
SL-STF101,The Yilla Hospital Shopping (Dr. M.B Yilla of Kindoya Hospital),Hospital,null,null,8.478068,-13.234675
SL_STF222,Divine Increase Patent & Medicine Store,Pharmacy,pharmacy,null,8.478626,-13.199566
SL_STF159,C. M. Pharmacy,Pharmacy,Pharmacy,null,8.478824,-13.260004
SL-STF035,Dr D. J. O. Robbin-Coker,null,Pediatrics,null,8.479045,-13.253257
SL-STF055,Dr. Kanu,Veterinarian,Veterinary,null,8.479124,-13.236771
SL-STF139,Netland Hospital,Hospital,General Surgery,null,8.479167,-13.254722
SL_STF193,Edfen Pharmaceutical,Pharmacy,pharmacy,null,8.479189,-13.238021
SL_STF157,Mack Pharmacy (freetown rd),Pharmacy,Pharmacy,null,8.479354,-13.261428
SL-STF086,Matilda Lisk RN M.W/A,null,Anesthetist,null,8.479488,-13.253632
SL_STF219,F. M. Enterprises,Pharmacy,pharmacy,null,8.479621,-13.236218
SL-STF060,Dr. Melvin Wyse,Private Practice,Dentist,null,8.479722,-13.236206
SL_STF164,People's Pharmacy (Pademba rd),Pharmacy,Pharmacy,null,8.47977,-13.236143
SL_STF202,FatMeds Retail Drug Store,Pharmacy,pharmacy,null,8.480274,-13.239762
"SL_STF141|Iamtech|Hospital|Medical, Dental practice, hospital|null|8.480676|-13.199452",,,,,,
SL-STF054,Dr. K. Jalloh,Veterinarian,Veterinary,null,8.480796,-13.255363
SL-STF062,Dr. Mike Forde,null,Orthopaedics Surgery,null,8.480875,-13.255417
SL-STF048,Dr. George Morgan,null,Dentist,null,8.480904,-13.229957
SL_STF181,Daema Pharmaceutical,Pharmacy,pharmacy,null,8.481642,-13.229967
SL_STF201,Cokie'S Patent Medical Services,Pharmacy,pharmacy,null,8.481644,-13.238748
SL-STF077,Lacs Clinic and Nursing Home,Nursing Home,null,null,8.481858,-13.246341
HM0744,Owet Djiba,4,null,null,8.48212,-10.4079
SL-STF105,Vinell Nursing Home,Health Centre,null,null,8.482693,-13.258076
SL-STF033,Davidson Nicol Medical Centre,Medical Center,null,null,8.482874,-13.255437
SL-STF041,Dr. Dennis Williams,null,Opthalmology,null,8.48334,-13.235058
SL_STF194,BIS-MAC Drug Store,Pharmacy,pharmacy,null,8.483403,-13.241988
SL-STF075,KONO Care Pharmacy,Pharmacy,null,null,8.484044,-13.238734
SL_STF167,Janday's Pharmacy,Pharmacy,Pharmacy,null,8.484341,-13.234911
SL_STF161,C. V. S. Pharmacy,Pharmacy,Pharmacy,null,8.48436,-13.238392
"SL-STF133|Connaught Hospital|Hospital|Opthalmology, General Surgery|Connaught Hospital|8.48445|-13.26837",,,,,,
SL-STF125,Dr. D. Hrading,null,Anasthaetics,null,8.48445,-13.26837
SL-STF122,Dr. F Fergusson,null,Opthalmology,null,8.48445,-13.26837
SL-STF134,Dr. Lottie C.O. Whitfields,null,Paediatrics,null,8.48445,-13.26837
SL-STF120,Dr. Robin-Coker Coker,null,Pediatrics,null,8.48445,-13.26837
SL-STF136,Dr. Songo Williams,null,Otorhinolaryngology (ENT),null,8.48445,-13.26837
SL-STF127,Dr. Tungi M. Asgil,null,Internal Medicine,null,8.48445,-13.26837
SL-STF142,GGM Clinic at the National Rehabilitative Centre,Outpatient Clinic,null,Global Giving Ministries,8.48445,-13.26827
"SL-STF117|King?s Sierra Leone Partnership/ Connaught Hospital|Hospital|General Surgery, Lab, Pharmacy|King's Sierra Leone Partnership|8.48445|-13.26827",,,,,,
SL-STF006,B. K. Meditation Centre,Meditation Centre,null,null,8.48445,-13.238338
SL-STF056,Dr. Kojo Carew,null,General Practice,null,8.484754,-13.249032
SL-STF008,Blue Shield Medical Services Hospital,Hospital,null,null,8.485004,-13.249064
SL-STF043,Dr. Effie Gooding (UK trained),null,Obstetrics & Gyneaecology,null,8.485027,-13.238049
SL-STF044,Dr. Farrell Whitfield,null,Obstetrics & Gyneaecology,null,8.485027,-13.238049
SL-STF046,Dr. G. B. Frazer,null,Obstetrics & Gyneaecology,null,8.485027,-13.238049
SL_STF210,Tecsbaco International Inc. Co. Ltd.,Pharmacy,pharmacy,null,8.485044,-13.228294
SL-STF050,Dr. Isata Wurie,null,Laboratory,null,8.48506,-13.236513
SL-STF052,Dr. Jimmy Pratt,GP,General Practice,null,8.48506,-13.236513
SL-STF040,Dr. D.A. Wright,null,Otolaryntology,null,8.485164,-13.237398
